KldbCode,code,Classification 2 PrefLabel
B 91384-111,2432.4,Interkultureller Kommunikationsberater/Interkulturelle Kommunikationsberaterin
B 29302-100,5120.1,Koch/Köchin
B 25232-102,7232.5,Fluggerätmechaniker/Fluggerätmechanikerin Fachrichtung Instandhaltungstechnik
B 28222-115,7532.2,Zuschneider/Zuschneiderin (Bekleidung)
B 73112-108,3411.7,Rechtsanwaltsgehilfe/Rechtsanwaltsgehilfin
B 73112-104,3411.7,Rechtsbeistandsgehilfe/Rechtsbeistandsgehilfin
B 73112-100,3411.7,Rechtsanwaltsfachangestellter/Rechtsanwaltsfachangestellte
B 28242-104,7534.2,Matratzenhersteller/Matratzenherstellerin
B 72122-103,2412.6.2,Investmentfondskaufmann/Investmentfondskauffrau
B 28122-112,8152.3,Textilmechaniker/Textilmechanikerin - Weberei
B 28122-232,8152.3,Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin - Textiltechnik (Weberei)
B 28122-108,8152.3,Textilmaschinenführer/Textilmaschinenführerin - Weberei
B 28333-103,7536.2.5,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Schuhtechnik Schwerpunkt Modellgestaltung
B 51504-100,2164.3,Verkehrsplaner/Verkehrsplanerin
B 26332-100,7412.8,Schiffselektriker/Schiffselektrikerin
B 22352-113,7317.5,Flechtwerkgestalter/Flechtwerkgestalterin Schwerpunkt Flechtmöbel
B 22352-104,7317.5,Korbmacher/Korbmacherin Fachrichtung Korbmöbelbau
B 26324-115,2149.11.1,Ingenieur/Ingenieurin für Nanotechnologie
B 94482-100,3435.16,Souffleur/Souffleuse
B 51653-101,3324.1.1,Schiffsmakler/Schiffsmaklerin
B 93312-105,2651.9,Bildhauer/Bildhauerin
B 71394-104,1219.4,Bereichsleiter/Bereichsleiterin
B 93323-103,2166.2,Trickfilmzeichner/Trickfilmzeichnerin
B 29253-102,3122.1,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Milchwirtschaft und Molkereiwesen
B 41323-100,3141.2.2,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Chemietechnik Schwerpunkt Biochemie
B 21112-103,7233.11,Berg- und Maschinenmann/Berg- und Maschinenfrau Fachrichtung Transport und Instandhaltung
B 28242-142,7534.3,Raumausstatter/Raumausstatterin Schwerpunkt Polstern
B 28242-101,7534.3,Polsterer/Polsterin
B 29193-102,2145.1.2,Brauer- und Mälzermeister/Brauer- und Mälzermeisterin
B 29193-108,2145.1.2,Betriebsbraumeister/Betriebsbraumeisterin
B 81353-101,2222.1,Hebamme/Entbindungspfleger
B 51422-102,5111.1,Purser/Purserette (Luftfahrt)
B 51412-101,5112.2,Reiseberater/Reiseberaterin (Bahn)
B 23224-117,2513.3,Interfacedesigner/Interfacedesignerin
B 84454-105,2353.1,Fremdsprachenlehrer/Fremdsprachenlehrerin
B 43333-100,3511.1,Operator/Operatorin (EDV)
B 62322-101,5223.7.23,Gewerbegehilfe/Gewerbegehilfin im Fleischerhandwerk
B 62322-100,5223.7.23,Fachverkäufer/Fachverkäuferin im Nahrungsmittelhandwerk Schwerpunkt Fleischerei
B 62322-102,5223.7.23,Fachverkäufer/Fachverkäuferin im Lebensmittelhandwerk Schwerpunkt Fleischerei
B 73134-101,2611.1,Rechtsanwalt/Rechtsanwältin
B 29132-101,8160.27,Destillateur/Destillateurin
B 29132-104,8160.27,Destillatbrenner/Destillatbrennerin
B 81624-112,2634.2.3,Gesundheits- und Rehabilitationspsychologe/Gesundheits- und Rehabilitationspsychologin
B 83133-100,2352.1,Staatlich anerkannter Sonderpädagoge/Staatlich anerkannte Sonderpädagogin
B 84134-109,2352.1,Lehrer/Lehrerin - Förderschulen
B 93412-112,7314.2,Keramiker/Keramikerin
B 93412-110,7314.2,Töpfer/Töpferin
B 28222-307,7531.5,Maßschneider/Maßschneiderin Schwerpunkt Herren
B 28222-107,7531.5,Herrenschneider/Herrenschneiderin
B 93642-106,7312.3.3,Klavierbauer/Klavierbauerin
B 93642-103,7312.3.3,Klavier- und Cembalobauer/Klavier- und Cembalobauerin Fachrichtung Klavierbau
B 92203-106,2432.1,Campaigner/Campaignerin
B 26243-101,,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Windenergietechnik
B 51594-102,1324.3.1.3,Betriebsleiter/Betriebsleiterin für Eisenbahnen
B 22112-102,7231.7,Vulkaniseur und Reifenmechaniker/Vulkaniseurin und Reifenmechanikerin
B 22112-104,7231.7,Reifenmonteur/Reifenmonteurin
B 22112-106,7231.7,Mechaniker/Mechanikerin für Reifen- und Vulkanisationstechnik Fachrichtung Vulkanisationstechnik
B 25132-132,2433.1,"Kundendienstmonteur, Kundendiensttechniker/Kundendienstmonteurin, Kundendiensttechnikerin"
B 91404-108,2631.2,Volkswirt/Volkswirtin
B 24514-105,2144.1.18,Ingenieur/Ingenieurin für Feinwerktechnik
B 27313-102,3119.16,Qualitätssicherungstechniker/Qualitätssicherungstechnikerin
B 94402-103,3435.21,Script Supervisor
B 81142-105,3240.2,Tierarzthelfer/Tierarzthelferin
B 81142-109,3240.2,Tiermedizinischer Fachangestellter/Tiermedizinische Fachangestellte
B 42324-103,1321.2.5,Abfallbeauftragter/Abfallbeauftragte
B 71424-115,2643.5,Gebärdensprachdolmetscher/Gebärdensprachdolmetscherin
B 51412-101,4221.3.1,Reiseberater/Reiseberaterin (Bahn)
B 83124-105,2635.3.8,Sozialarbeiter/Sozialarbeiterin im Strafvollzug
B 26303-100,3113.1,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Elektrotechnik (ohne Schwerpunkt)
B 61142-102,9623.2,Automatenbefüller/Automatenbefüllerin
B 73312-100,4415.1,Registrator/Registratorin
B 29382-101,5120.1.1,Diätkoch/Diätköchin
B 94513-101,3435.15,Beleuchter/Beleuchterin
B 94232-101,5241.2,Mannequin/Dressman
B 62102-101,5223.4,Verkäufer/Verkäuferin
B 83133-126,3412.4.4,Staatlich anerkannter Heilerziehungspfleger/Staatlich anerkannte Heilerziehungspflegerin
B 22352-161,7317.3,Bürsten- und Pinselmacher/Bürsten- und Pinselmacherin Schwerpunkt Herstellen von Bürsten
B 22352-160,7317.3,Bürsten- und Pinselmacher/Bürsten- und Pinselmacherin
B 22352-101,7317.3,Bürsten- und Pinselmacher/Bürsten- und Pinselmacherin Fachrichtung Bürstenherstellung
B 92113-190,2431.8,Customer-Experience-Manager/Customer-Experience-Managerin
B 81634-108,2635.1.4,Familientherapeut und Paartherapeut/Familientherapeutin und Paartherapeutin
B 31212-111,3117.5,Vermessungstechniker/Vermessungstechnikerin Fachrichtung Bergvermessung
B 51493-100,5112.1,Zugführer/Zugführerin
B 51493-103,5112.1,Zugchef/Zugchefin
B 51134-101,3151.3,Zweiter Technischer Schiffsoffizier/Zweite Technische Schiffsoffizierin (FH)
B 51133-115,3151.3,Zweiter Technischer Schiffsoffizier/Zweite Technische Schiffsoffizierin
B 51133-101,3151.3,Zweiter Technischer Schiffsoffizier/Zweite Technische Schiffsoffizierin (Fachschule)
B 51133-117,3151.3,Zweite/r Technische/r Offizier/in (mit Einschr.)
B 92204-106,2432.8,Public-Affairs-Manager/Public-Affairs-Managerin
B 43343-106,2522.1,IT-Administrator/IT-Administratorin
B 43343-103,2522.1,IT-Systemadministrator/IT-Systemadministratorin
B 84444-108,2356.1,IT-Trainer/IT-Trainerin
B 84444-107,2356.1,Fachlehrer/Fachlehrerin für Informationsverarbeitung/Textverarbeitung/Bürowirtschaft
B 62194-101,1420.4,"Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin"
B 43423-111,2513.1,Game Programmer
B 92113-115,1223.1,Produktmanager/Produktmanagerin
B 27304-223,1223.1,Product-Lifecycle-Manager/Product-Lifecycle-Managerin
B 71384-102,1349.12,Energiemanager/Energiemanagerin
B 29382-116,9411.1,Pizzabäcker/Pizzabäckerin
B 53194-104,1349.7,Einsatzleiter/Einsatzleiterin (Feuerwehr)
B 22102-120,8121.2,Extruderführer/Extruderführerin
B 12101-105,9214.1,Helfer/Helferin im Gartenbau
B 53124-110,2149.10,Ingenieur/Ingenieurin für Sicherheitstechnik
B 71514-115,2424.3,Leiter/Leiterin - betriebliche Aus- und Weiterbildung
B 72133-115,3321.1,Versicherungsmakler/Versicherungsmaklerin
B 24232-116,7223.4.6,CNC-Fräser/CNC-Fräserin
B 24232-121,7223.4.6,Zerspanungsmechaniker/Zerspanungsmechanikerin Fachrichtung Frästechnik
B 24232-117,7223.4.6,Fräser/Fräserin
B 94382-100,5161.2,Wahrsager/Wahrsager
B 82322-108,5142.1,Kosmetiker/Kosmetikerin
B 28123-100,8152.3.3,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Textiltechnik Schwerpunkt Webereitechnik
B 43323-104,2519.5,IT-Qualitätssicherungskoordinator/IT-Qualitätssicherungskoordinatorin
B 53152-105,3315.4,Versicherungsdetektiv/Versicherungsdetektivin
B 42212-100,7133.3,Schornsteinfeger/Schornsteinfegerin
B 12143-101,2162.1.1,Gartengestalter/Landschaftsgestalter / Gartengestalterin/Landschaftsgestalterin
B 43383-101,3512.3,Sicherheitstechniker/Sicherheitstechnikerin (IT)
B 92414-100,2642.1,Journalist/Journalistin
B 27212-131,3118.3,Technischer Produktdesigner/Technische Produktdesignerin (ohne Fachrichtungen)
B 11732-101,5419.10,Wildheger/Wildhegerin
B 33122-104,7114.2,Terrazzoleger/Terrazzolegerin
B 24302-100,7223.9,"Metallvergüter, -härter/Metallvergüterin, -härterin"
B 24302-127,7223.9,Universalhärter/Universalhärterin
B 81474-103,2261.2,Fachzahnarzt/Fachzahnärztin
B 54112-104,7133.2,Fassadenreiniger/Fassadenreinigerin (Gebäudereinigung)
B 94704-110,2621.8,Museologe/Museologin
B 43214-100,2511.13,IT-Systemanalytiker/IT-Systemanalytikerin
B 81753-119,2269.11,Osteopath/Osteopathin
B 92413-107,2513.4,Content-Manager/Content-Managerin
B 61194-153,1221.3.2.1,Vertriebs-Geschäftsführer/Vertriebs-Geschäftsführerin
B 61194-101,1221.3.2.1,Leiter/Leiterin - Vertrieb
B 61124-144,1221.3.2.1,Sales-Manager/Sales-Managerin
B 22212-103,7132.3,Fahrzeuglackierer/Fahrzeuglackiererin
B 22212-100,7132.3,Maler und Lackierer Schwerpunkt Fahrzeuglackierer/Malerin und Lackiererin Schwerpunkt Fahrzeuglackiererin
B 41264-101,2131.4.10,Mikrobiologe/Mikrobiologin
B 73252-100,3411.3,Beamter/Beamtin im Justizdienst (mittlerer nichttechnischer Dienst)
B 42124-120,2114.2,Geophysiker/Geophysikerin
B 23412-130,7322.9,Siebdrucker/Siebdruckerin
B 23412-155,7322.9,Medientechnologe/Medientechnologin Siebdruck
B 43384-111,2529.5,Business-Continuity-Manager/Business-Continuity-Managerin
B 25194-119,3115.1.6,Leiter/Leiterin - Betriebliche Instandhaltung
B 41413-100,3111.11,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Physiktechnik
B 91104-112,2643.4,Sprachwissenschaftler/Sprachwissenschaftlerin
B 12101-110,5163.1,Friedhofsarbeiter/Friedhofsarbeiterin
B 51624-101,1324.8,Supply-Chain-Manager/Supply-Chain-Managerin
B 51504-104,2142.1.9,Ingenieur/Ingenieurin für Verkehrswesen
B 31134-105,2142.1.9,Verkehrsbauingenieur/Verkehrsbauingenieurin
B 43223-102,3512.1,IT-Kundenbetreuer/IT-Kundenbetreuerin
B 26114-104,2144.1.11,Ingenieur/Ingenieurin für Mechatronik
B 23212-114,7321.1.2,Druckvorlagenhersteller/Druckvorlagenherstellerin
B 34334-103,2143.1.4,Ingenieur/Ingenieurin für Abfallwirtschaft
B 81883-100,2433.2,Pharmareferent/Pharmareferentin
B 93103-103,2163.1,Staatlich geprüfter Gestalter/Staatlich geprüfte Gestalterin Fachrichtung Produktdesign
B 93104-106,2163.1,"Industrie-, Produktdesigner/Industrie-, Produktdesignerin"
B 93332-100,7523.6,Drechsler (Elfenbeinschnitzer)/Drechslerin (Elfenbeinschnitzerin) Fachrichtung Drechseln
B 42204-109,2143.1,Ingenieur/Ingenieurin für Umweltschutz/Umwelttechnik
B 94532-104,2654.5,Film- und Videoeditor/Film- und Videoeditorin
B 32162-106,7119.4,Industriekletterer/Industriekletterin
B 41114-108,2120.6,Statistiker/Statistikerin
B 73144-100,2611.1.2,Staatsanwalt/Staatsanwältin
B 91264-107,2632.1,Anthropologe/Anthropologin
B 31224-102,2165.2,Kartograf/Kartografin (Hochschule)
B 72213-104,4313.1,Lohn- und Gehaltsbuchhalter/Lohn- und Gehaltsbuchhalterin
B 72213-189,4313.1,Fachassistent/Fachassistentin Lohn und Gehalt
B 81634-120,2634.2.4,Psychotherapeut/Psychotherapeutin
B 81634-104,2634.2.4,Psychologischer Psychotherapeut/Psychologische Psychotherapeutin
B 29203-110,3119.5,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Lebensmitteltechnik (ohne Schwerpunkt)
B 51533-101,3154.2,Sachbearbeiter/Sachbearbeiterin für Luftaufsicht
B 25222-100,7233.1,Baumaschinenmechaniker/Baumaschinenmechanikerin
B 52532-190,7215.2,Anschläger/Anschlägerin
B 41484-114,2149.1,Akustiker/Akustikerin
B 92434-101,2641.4,Autor/Schriftsteller / Autorin/Schriftstellerin
B 22352-111,7317.2,Flechtwerkgestalter/Flechtwerkgestalterin
B 72144-103,2412.3,Risk-Manager/Risk-Managerin
B 23212-103,7321.1.6,Schriftsetzer/Schriftsetzerin
B 23212-102,7321.1.6,Mediengestalter/Mediengestalterin für Digital- und Printmedien Fachrichtung Mediendesign
B 27312-125,7543.9,Qualitätskontrolleur/Qualitätskontrolleurin
B 22102-101,8141.1,Gummiverarbeiter/Gummiverarbeiterin
B 41114-104,2120.6.1,Biometriker/Biometrikerin
B 51123-100,7543.7.1,Prüfer/Prüferin von Luftfahrtgerät / Certifying Staff
B 43353-104,2521.3,Datenbankentwickler/Datenbankentwicklerin
B 43104-134,2521.3,Data Engineer
B 31193-104,3122.3,Montageleiter im Bereich Bau/Montageleiterin im Bereich Bau
B 92113-110,2431.1,Werbetexter/Werbetexterin
B 43224-101,2511.10,IT-Berater/IT-Beraterin
B 43224-126,2511.10,CRM-Consultant
B 11212-104,6121.5,Tierwirt/Tierwirtin Fachrichtung Schäferei
B 26234-125,2149.9,Ingenieur/Ingenieurin für Energietechnik
B 33312-103,7124.1,"Wärme-, Kälte- und Schallschutzisolierer/Wärme-, Kälte- und Schallschutzisoliererin"
B 33312-101,7124.1,"Ausbaufacharbeiter/Ausbaufacharbeiterin Schwerpunkt Wärme-, Kälte- und Schallschutzarbeiten"
B 33312-100,7124.1,Isolierfacharbeiter/Isolierfacharbeiterin
B 33312-114,7124.1,Isolierer/Isoliererin
B 33312-102,7124.1,Industrie-Isolierer/Industrie-Isoliererin
B 84543-108,3422.4.7,Staatlich geprüfter Tennislehrer/Staatlich geprüfte Tennislehrerin
B 25103-104,3115.1,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Maschinentechnik (ohne Schwerpunkt)
B 33212-106,8122.10,Entroster/Entrosterin
B 52384-100,3153.2.3,Checkkapitän/Checkkapitänin
B 84523-101,3153.2.3,Fluglehrer/Fluglehrerin
B 28222-110,7531.1,Theaterschneider/Theaterschneiderin
B 61323-103,1219.1.1,Fachwirt/Fachwirtin für Facility-Management
B 34193-100,1219.1.1,Leitender Haustechniker/Leitende Haustechnikerin
B 61323-101,1219.1.1,Fachmann für Gebäudebewirtschaftung/Fachfrau für Gebäudebewirtschaftung
B 61323-102,1219.1.1,Facility-Manager/Facility-Managerin
B 53232-100,3411.6,Vollziehungsbeamter/Vollziehungsbeamtin
B 53233-100,3411.6,Gerichtsvollzieher/Gerichtsvollzieherin
B 63143-100,5113.1,Fremdenführer/Fremdenführerin
B 32142-118,7121.1,Dachdecker/Dachdeckerin Schwerpunkt Dachdeckungstechnik
B 32142-115,7121.1,Dachdecker/Dachdeckerin
B 23312-102,8132.1,Film- und Videolaborant/Film- und Videolaborantin
B 23312-110,8132.1,Filmkopienfertiger/Filmkopenfertigerin
B 92113-109,2431.10.1,Mediaplaner/Mediaplanerin
B 84483-110,3253.1.1,Ausbilder/Ausbilderin für Erste Hilfe
B 25104-143,2141.10,Ingenieur/Ingenieurin für Verfahrenstechnik
B 41274-121,2131.4.7,Epidemiologe/Epidemiologin
B 71324-102,2431.5,Business-Development-Manager/Business-Development-Managerin
B 26312-174,7422.2,Servicetechniker/Servicetechnikerin für Informationstechnologie
B 71401-147,4222.1,Kundeninformationsfachkraft
B 12142-102,6112.1,Baumpfleger/Baumpflegerin
B 92204-100,2432.9.1,Pressesprecher/Pressesprecherin
B 31194-107,1323.1.2,"Leiter/Leiterin - Projektentwicklung (Immobilien, Bau)"
B 93312-103,7317.6,Holzbildhauer/Holzbildhauerin
B 29322-101,5120.1.2,Poissonnier/Poissonnierin
B 11604-102,3142.1.3,Weinbauberater/Weinbauberaterin
B 42134-102,2632.5,Geograf/Geografin
B 24302-106,8122.7,Galvaniseur/Galvaniseurin
B 24302-126,8122.7,Oberflächenbeschichter/Oberflächenbeschichterin
B 26124-111,2141.4.2.1,Ingenieur/Ingenieurin für Automatisierungstechnik
B 61113-135,3323.2.2,IT-Einkäufer/IT-Einkäuferin
B 29322-102,5120.1.3,Rotisseur/Rotisseurin
B 29322-100,5120.1.3,Grilleur/Grilleurin
B 24512-126,7311.5,Chirurgiemechaniker/Chirurgiemechanikerin
B 84513-100,5165.1,Fahrlehrer/Fahrlehrerin
B 92412-101,3343.2,Redaktionsassistent/Redaktionsassistentin
B 27303-106,3119.8,REFA-Techniker/REFA-Technikerin
B 82322-105,5142.6,Geprüfter Nageldesigner/Geprüfte Nageldesignerin
B 24114-100,2146.5,Ingenieur/Ingenieurin für Hüttentechnik
B 11333-101,7221.1.1,Hufbeschlagschmied/Hufbeschlagschmiedin
B 51132-105,8350.5,Matrose/Matrosin
B 43423-102,2514.2,Anwendungsprogrammierer/Anwendungsprogrammiererin
B 93612-128,7312.6.2,Zupfinstrumentenmacher/Zupfinstrumentenmacherin Fachrichtung Harfenbau
B 94623-101,3435.18,Geprüfter Requisiteur/Geprüfte Requisiteurin
B 28222-112,8153.1.2,Musterschneider/Musterschneiderin
B 81112-109,3251.1,Zahnmedizinischer Fachangestellter/Zahnmedizinische Fachangestellte
B 62112-102,4221.3,Kartenverkäufer/Kartenverkäuferin
B 25112-101,8211.2,Maschinenzusammensetzer/Maschinenzusammensetzerin
B 34342-103,8211.2,"Montagemechaniker, Anlagenmonteur / Montagemechanikerin, Anlagenmonteurin"
B 82322-106,5142.11,Solariumfachberater/Solariumfachberaterin
B 71393-102,1219.6,Projektleiter/Projektleiterin
B 11302-102,9212.3,Pferdepfleger/Pferdepflegerin
B 11302-104,9212.3,Pferdewirt/Pferdewirtin Fachrichtung Pferdehaltung und Service
B 63322-103,5132.1.1,Barista
B 42334-101,2263.5,Strahlenschutzbeauftragter/Strahlenschutzbeauftragte
B 91214-106,2633.2,Philosoph/Philosophin
B 82523-108,2267.1,Optometrist/Optometristin
B 72123-114,3311.2,Finanzmakler/Finanzmaklerin
B 92203-101,2432.9,PR-Fachkraft
B 92203-108,2432.9,Public-Relations-Manager/Public-Relations-Managerin
B 25212-108,7231.6,Pannendienstfahrer/Pannendienstfahrerin
B 62262-101,5223.7.18,Geprüfter Kundenberater/Geprüfte Kundenberaterin im Gartenbau
B 62262-104,5223.7.18,Fachverkäufer/Fachverkäuferin für Pflanzen und Saatgut
B 53183-100,7422.5,Servicetechniker/Servicetechnikerin für Sicherheits- und Alarmanlagen
B 42334-100,7133.5,Dekontreiniger/Dekontreinigerin
B 62412-106,3213.1,Pharmazeutisch-kaufmännischer Angestellter/Pharmazeutisch-kaufmännische Angestellte
B 84304-190,2310.1.5,Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin an Hochschulen
B 83193-102,1341.3,Kindergartenleiter/Kindergartenleiterin
B 51321-106,9629.1,Plakatierer/Plakatiererin
B 81752-100,2230.2,Heilpraktiker/Heilpraktikerin
B 24212-127,8121.6,Federmacher/Federmacherin
B 92203-104,2432.3,Fundraiser/Fundraiserin
B 53134-105,3112.1.6,Brandschutzsachverständiger/Brandschutzsachverständige
B 25244-103,2144.1.10,Ingenieur/Ingenieurin für Schiffbau und Meerestechnik
B 72213-101,3313.2,Buchhalter/Buchhalterin
B 81624-102,2634.2.1,Klinischer Psychologe/Klinische Psychologin
B 23223-107,2513.5,Webdesigner/Webdesignerin
B 23114-103,2145.1.8,Ingenieur/Ingenieurin für Papiertechnik
B 24412-121,7223.14,Metallbauer/Metallbauerin Fachrichtung Metallgestaltung
B 21212-117,8114.7,Naturwerksteinmechaniker/Naturwerksteinmechanikerin Fachrichtung Schleiftechnik
B 21212-118,8114.7,Natursteinschleifer/Natursteinschleiferin
B 29193-101,6112.4,Kellermeister/Kellermeisterin
B 29193-100,6112.4,Weinküfermeister/Weinküfermeisterin
B 29123-102,6112.4,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Kellerwirtschaft
B 24142-107,7211.1.2,Kernmacher/Kernmacherin
B 24132-172,7211.1.2,Gießereimechaniker/Gießereimechanikerin Schwerpunkt Kernherstellung
B 61312-100,4312.6,Immobilienassistent/Immobilienassistentin
B 61312-101,4312.6,Kaufmann/Kauffrau in der Grundstücks- und Wohnungswirtschaft
B 61312-103,4312.6,Immobilienkaufmann/Immobilienkauffrau
B 71524-113,2635.3.11,Fallmanager/Fallmanagerin
B 42124-119,2114.1,Geologe/Geologin
B 71394-101,1120.4,Betriebsleiter/Betriebsleiterin - kaufmännisch
B 27394-131,1321.2.3,Werkleiter/Werkleiterin
B 81214-105,2619.2,Facharzt/Fachärztin Fachrichtung Rechtsmedizin
B 62193-100,5222.1.1,Kassenaufsicht (Handel)
B 84553-107,3423.2,Fitnesstrainer/Fitnesstrainerin
B 82213-100,3253.1,Sozialmedizinischer Assistent/Sozialmedizinische Assistentin
B 93652-102,7312.3.2,Orgel- und Harmoniumbauer/Orgel- und Harmoniumbauerin Fachrichtung Orgelbau
B 93652-117,7312.3.2,Orgelbauer/Orgelbauerin Fachrichtung Orgelbau
B 71412-104,4419.2,Kaufmännischer Assistent/Wirtschaftsassistent / Kaufmännische Assistentin/Wirtschaftsassistentin - Fremdsprachen
B 71413-103,4419.2,Fremdsprachenkorrespondent/Fremdsprachenkorrespondentin
B 11732-104,6224.1,Jäger (Berufsjäger)/Jägerin (Berufsjägerin)
B 11732-103,6224.1,Berufsjäger/Berufsjägerin
B 11732-100,6224.1,Revierjäger/Revierjägerin
B 71394-146,1213.4,Leiter/Leiterin - Projekt-/Programmmanagement
B 61124-102,2433.6,Vertriebsingenieur/Vertriebsingenieurin
B 28322-123,7534.3.3,Sattler/Sattlerin Fachrichtung Fahrzeugsattlerei
B 51293-100,3112.1.11,Straßenwärtermeister/Straßenwärtermeisterin
B 52522-101,8342.1,Planierraupenführer/Planierraupenführerin
B 83223-100,3359.2,Verbraucherberater/Verbraucherberaterin
B 54152-102,9112.6,Schienenfahrzeugreiniger/Schienenfahrzeugreinigerin
B 23294-100,2654.1,Art-Director
B 92494-100,2642.1.8,Chefredakteur/Chefredakteurin
B 84434-104,2355.4,Theaterpädagoge/Theaterpädagogin
B 94794-100,1349.18,Leiter/Leiterin eines Museums
B 51133-113,3151.2,Leiter/Leiterin der Maschinenanlagen auf Schiffen (FS)
B 51133-114,3151.2,Leiter/Leiterin - Maschinenanlagen
B 51134-105,3151.2,Leiter/Leiterin der Maschinenanlagen auf Schiffen (FH) (Schiff - jede Antriebsleistung)
B 28242-102,7534.3.1,Möbelpolsterer/Möbelpolsterin
B 92294-100,1222.1,Leiter/Leiterin - Presse- und Öffentlichkeitsarbeit
B 51312-100,9333.8.1,Kommissionierer/Kommissioniererin
B 22202-102,8122.6,Lackierer/Lackiererin in der Tauchlackierung
B 23212-124,7321.1.4,Scanner-Operator/Scanner-Operatorin
B 28242-104,8159.5,Matratzenhersteller/Matratzenherstellerin
B 94134-104,2652.3.1.1,Chordirektor/Chordirektorin
B 81772-100,2269.6,Staatlich geprüfter Podologe/Staatlich geprüfte Podologin
B 25222-101,7233.2,Kranmonteur/Kranmonteurin
B 26313-101,7422.6,Systemtechniker/Systemtechnikerin (Telekommunikationstechnik)
B 43414-124,2512.3,Software-Architect
B 93612-100,7312.6.3,Geigenbauer/Geigenbauerin
B 23112-100,3139.3,Papiermacher/Papiermacherin Fachrichtung Zellstoff
B 23112-123,3139.3,Papiertechnologe/Papiertechnologin Fachrichtung Zellstoff
B 81212-105,2131.8.2,Zytologieassistent/Zytologieassistentin
B 81113-101,3251.2,Dentalhygieniker/Dentalhygienikerin
B 24512-101,7222.4,Feinmechaniker/Feinmechanikerin Fachrichtung Feingerätebau
B 24512-113,7222.4,Feinwerkmechaniker/Feinwerkmechanikerin
B 24512-114,7222.4,Feinwerkmechaniker/Feinwerkmechanikerin Schwerpunkt Feinmechanik
B 28213-106,2163.1.3.1,"Staatlich geprüfter Gestalter/Staatlich geprüfte Gestalterin Fachrichtung Bekleidung, Mode"
B 28212-102,2163.1.3.1,Staatlich geprüfter Modedesigner/Staatlich geprüfte Modedesignerin
B 94614-102,2163.1.2,Kostümbildner/Kostümbildnerin
B 81623-100,3259.2,Psychologisch-technischer Assistent/Psychologisch-technische Assistentin
B 11222-100,6122.1,Tierwirt/Tierwirtin Fachrichtung Geflügelhaltung
B 73124-101,2619.10,Notar/Notarin
B 94184-102,2652.4,Korrepetitor/Korrepetitorin
B 81301-107,5321.1,Gesundheits- und Krankenpflegehelfer/Gesundheits- und Krankenpflegehelferin
B 82101-112,5321.1,Pflegeassistent/Pflegeassistentin (Altenpflege)
B 81301-119,5321.1,Pflegeassistent/Pflegeassistentin
B 81301-120,5321.1,Pflegeassistent/Pflegeassistentin (Gesundheits- und Krankenpflege)
B 71524-111,2423.3,Personalreferent/Personalreferentin
B 34312-110,3132.4,Fachkraft für Abwassertechnik
B 94512-104,7215.1.1,Bühnenarbeiter/Bühnenarbeiterin
B 43153-113,2166.7,Entwickler Digitale Medien/Entwicklerin Digitale Medien
B 82322-107,5142.9,"Farb-, Stil- und Imageberater/Farb-, Stil- und Imageberaterin"
B 63301-150,5131.2,Servicekraft - Gastronomie und Gastgewerbe
B 63394-108,1412.1,Leiter/Leiterin eines Gastronomiebetriebs
B 23223-105,2166.6,Gamedesigner/Gamedesignerin
B 27304-165,2141.4.2,Produktionsingenieur/Produktionsingenieurin
B 82401-100,5163.3,Bestattungsgehilfe/Bestattungsgehilfin
B 31104-115,2142.1,Ingenieur/Ingenieurin für Bau
B 25234-109,2144.1.1,Ingenieur/Ingenieurin für Luft- und Raumfahrttechnik
B 31214-111,2165.4,Vermessungsingenieur/Vermessungsingenieurin
B 71513-102,4416.1,Assistent/Assistentin für Personalwesen
B 71512-100,4416.1,Personalsachbearbeiter/Personalsachbearbeiterin
B 92194-100,1221.3.3,Werbeleiter/Werbeleiterin
B 71314-162,2424.1,Coach / Supervisor/Coach / Supervisorin
B 32232-115,9312.1.2,Tiefbaufacharbeiter/Tiefbaufacharbeiterin Schwerpunkt Gleisbauarbeiten
B 32232-103,9312.1.2,Gleisbauer/Gleisbauerin
B 26332-105,7421.2,Elektroniker/Elektronikerin für luftfahrttechnische Systeme
B 26332-121,7421.2,Fluggerätelektroniker/Fluggerätelektronikerin
B 62102-120,1221.3.2.1.1,Warengruppenleiter/Warengruppenleiterin
B 92114-100,1221.3.2.1.1,Category-Manager/Category-Managerin
